"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2W-101824","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB72A",19977283,2007-11-27 13:30:00,113.900001525879,-22,2008-10-10 15:02:16,113.900001525879,-22,NA
"VR2W-101814","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB36A1",19977152,2007-11-27 13:30:00,113.930000305176,-21.9599990844727,2008-10-11 19:57:09,113.930000305176,-21.9599990844727,NA
"VR2W-101832","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB74A",19977404,2007-11-27 13:30:00,113.910003662109,-21.9699993133545,2008-10-11 17:42:28,113.910003662109,-21.9699993133545,NA
"VR2W-101834","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB6A",19977429,2007-11-27 13:30:00,113.910003662109,-21.9799995422363,2008-10-10 17:41:42,113.910003662109,-21.9799995422363,NA
"VR2W-101829","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB14A",19977358,2007-11-27 13:30:00,113.910003662109,-21.9799995422363,2008-10-10 16:22:27,113.910003662109,-21.9799995422363,NA
"VR2W-101817","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB31A",19977178,2007-11-27 13:30:00,113.900001525879,-21.9899997711182,2008-10-10 15:16:20,113.900001525879,-21.9899997711182,NA
"VR2W-101826","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB24B",19977313,2007-11-27 13:30:00,113.940002441406,-21.9599990844727,2008-10-13 17:23:31,113.940002441406,-21.9599990844727,NA
"VR2W-101872","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB30A",19975831,2007-11-27 13:30:00,113.900001525879,-21.9799995422363,2008-10-10 16:04:37,113.900001525879,-21.9799995422363,NA
"VR2W-101861","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB15A",19975663,2007-11-27 13:30:00,113.910003662109,-21.9699993133545,2008-10-13 14:12:10,113.910003662109,-21.9699993133545,NA
"VR2W-101825","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB12A",19977298,2007-11-27 13:30:00,113.910003662109,-21.9699993133545,2008-10-11 14:05:21,113.910003662109,-21.9699993133545,NA
"VR2W-101865","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB38A1A",19975712,2007-11-27 13:30:00,113.930000305176,-21.9599990844727,2008-10-11 20:28:11,113.930000305176,-21.9599990844727,NA
"VR2-1861","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","A1 Derwent - Middle",2235747,2007-11-27 12:30:00,147.344805,-42.97512,2008-07-14 22:20:00,147.344805,-42.97512,"RECOVERED"
"VR2-3011","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B3 Derwent - Lower",2235761,2007-11-27 12:30:00,147.36689,-43.044345,2008-07-14 22:30:00,147.36689,-43.044345,"RECOVERED"
"VR2-1879","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","A2 Derwent - Middle",2235752,2007-11-27 12:30:00,147.3548633,-42.975207,2008-07-14 22:30:00,147.3548633,-42.975207,"RECOVERED"
"VR2C-4493","NSW Department of Primary Industries","NSW DPI - SEACAMS","Tollgate Islands","Tollgate Islands 2 Entrance to gutter",136114656,2007-11-27 04:30:00,150.2624,-35.7506,2008-10-30 01:00:00,150.2624,-35.7506,NA
"VR2C-5432","NSW Department of Primary Industries","NSW DPI - SEACAMS","Tollgate Islands","Tollgate Islands 1 Gutter",136114638,2007-11-27 03:20:00,150.2613,-35.751,2008-10-29 13:00:00,150.2613,-35.751,NA
"VR2C-5446","NSW Department of Primary Industries","NSW DPI - SEACAMS","Tollgate Islands","Black Rock South coast",136114620,2007-11-27 02:55:00,150.24718,-35.7766,2008-10-31 00:30:00,150.24718,-35.7766,NA
"VR2C-7180","NSW Department of Primary Industries","NSW DPI - SEACAMS","Tollgate Islands","Trennant Rock",136114828,2007-11-27 01:50:00,150.2581,-35.7574,2008-10-31 01:15:00,150.2581,-35.7574,NA
"VR2W-101816","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB44",19977173,2007-11-26 13:30:00,113.919998168945,-21.9899997711182,2008-10-11 15:05:24,113.919998168945,-21.9899997711182,NA
"VR2W-101874","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB37",19976370,2007-11-26 13:30:00,113.910003662109,-22,2008-10-10 19:50:40,113.910003662109,-22,NA
"VR2W-101873","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB18A",19976355,2007-11-26 13:30:00,113.910003662109,-21.9799995422363,2008-10-10 18:04:50,113.910003662109,-21.9799995422363,NA
"VR2W-101823","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB16A",19977268,2007-11-26 13:30:00,113.919998168945,-21.9799995422363,2008-10-11 15:48:19,113.919998168945,-21.9799995422363,NA
"VR2W-101820","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB28A",19977223,2007-11-26 13:30:00,113.919998168945,-21.9799995422363,2008-10-11 16:30:05,113.919998168945,-21.9799995422363,NA
"VR2W-101811","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB43A1",19977107,2007-11-26 13:30:00,113.919998168945,-22,2008-02-26 18:58:27,113.919998168945,-22,NA
"VR2W-101815","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB42A",19977167,2007-11-26 13:30:00,113.930000305176,-21.9899997711182,2011-04-30 01:21:00,113.930000305176,-21.9899997711182,NA
"VR2W-101864","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB32A",19975701,2007-11-26 13:30:00,113.910003662109,-22,2008-10-10 20:23:53,113.910003662109,-22,NA
"VR2W-101821","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB45A",19977233,2007-11-26 13:30:00,113.919998168945,-21.9899997711182,2008-10-11 14:47:40,113.919998168945,-21.9899997711182,NA
"VR2W-101836","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB75",19977450,2007-11-26 13:30:00,113.919998168945,-22,2008-10-10 19:15:37,113.919998168945,-22,NA
"VR2W-101830","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB23A",19977373,2007-11-25 17:10:57,113.930000305176,-21.9599990844727,2008-10-13 16:18:20,113.930000305176,-21.9599990844727,NA
"VR2W-101862","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB26",19975679,2007-11-25 16:49:48,113.919998168945,-21.9400005340576,2008-10-13 20:31:37,113.919998168945,-21.9400005340576,NA
"VR2W-101822","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB33",19977248,2007-11-25 16:48:00,113.940002441406,-21.9500007629395,2008-02-27 20:04:05,113.940002441406,-21.9500007629395,NA
"VR2W-101813","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB35A",19977137,2007-11-25 16:11:35,113.919998168945,-21.9400005340576,2008-10-13 21:02:20,113.919998168945,-21.9400005340576,NA
"VR2W-101863","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB25A",19975695,2007-11-25 16:05:59,113.940002441406,-21.9500007629395,2009-01-19 17:41:11,113.940002441406,-21.9500007629395,NA
"VR2W-101828","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB34A",19977343,2007-11-25 16:04:53,113.930000305176,-21.9400005340576,2008-10-13 19:57:52,113.930000305176,-21.9400005340576,NA
"VR2W-101866","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB27",19975728,2007-11-25 16:03:38,113.919998168945,-21.9899997711182,2008-02-26 20:35:40,113.919998168945,-21.9899997711182,NA
"VR2W-101870","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB40A",19975792,2007-11-25 16:02:45,113.930000305176,-21.9400005340576,2008-10-11 21:41:16,113.930000305176,-21.9400005340576,NA
"VR2W-101819","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB73A",19977208,2007-11-25 16:01:03,113.910003662109,-21.9699993133545,2008-10-16 18:24:20,113.910003662109,-21.9699993133545,NA
"VR2W-101840","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB20A",19977500,2007-11-25 15:43:10,113.930000305176,-21.9699993133545,2008-10-11 18:31:01,113.930000305176,-21.9699993133545,NA
"VR2W-101842","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB19",19975618,2007-11-25 15:38:24,113.919998168945,-21.9699993133545,2008-10-11 18:25:26,113.919998168945,-21.9699993133545,NA
"VR2W-101827","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB29",19977328,2007-11-25 15:18:51,113.910003662109,-21.9899997711182,2008-10-10 20:57:54,113.910003662109,-21.9899997711182,"DEPLOYED"
"VR2W-101860","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB41",19975652,2007-11-25 15:11:30,113.930000305176,-21.9799995422363,2008-10-11 16:21:23,113.930000305176,-21.9799995422363,NA
"VR2W-101837","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB22A",19977465,2007-11-25 13:30:00,113.919998168945,-21.9599990844727,2008-10-11 19:13:55,113.919998168945,-21.9599990844727,NA
"VR2W-100980","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G7 Norfolk Bay - Princess Point",2235944,2007-11-20 01:51:00,147.8242567,-43.009352,NA,NA,NA,"RECOVERED"
"VR2W-100982","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G6 Norfolk Bay - Princess Point",2235943,2007-11-20 01:47:00,147.8152567,-43.013198,NA,NA,NA,"RECOVERED"
"VR2W-101048","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F6 Norfolk Bay - Ironstone Point",2235817,2007-11-20 01:17:00,147.780535,-42.951425,NA,NA,NA,"DEPLOYED"
"VR2W-101047","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F5 Norfolk Bay - Ironstone Point",2235816,2007-11-20 01:14:00,147.7736867,-42.95404,NA,NA,NA,"RECOVERED"
"VR2W-101046","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F4 Norfolk Bay - Ironstone Point",2235815,2007-11-20 01:10:00,147.76702,-42.95655,NA,NA,NA,"RECOVERED"
"VR2W-101045","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F3 Norfolk Bay - Ironstone Point",2235814,2007-11-20 01:07:00,147.7584617,-42.960278,NA,NA,NA,"RECOVERED"
"VR2W-101044","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F2 Norfolk Bay - Ironstone Point",2235935,2007-11-20 01:03:00,147.74949,-42.96371,NA,NA,NA,"RECOVERED"
"VR2W-101043","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F1 Norfolk Bay - Ironstone Point",2235934,2007-11-20 01:00:00,147.7410767,-42.967232,NA,NA,NA,"RECOVERED"
"VR2W-101801","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G8 Norfolk Bay - Princess Point",2235957,2007-11-20 00:54:00,147.8326067,-43.00574,2007-11-20 00:55:00,147.8326067,-43.00574,"RECOVERED"
"VR2W-101799","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H02 Fredrick Henry Bay",2235959,2007-11-19 23:57:00,147.5640683,-42.964092,2008-11-19 23:57:00,147.5640683,-42.964092,"DEPLOYED"
"VR2W-101800","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H01 Fredrick Henry Bay",2235958,2007-11-19 23:55:00,147.5548683,-42.965943,NA,NA,NA,"LOST"
"VR2W-101855","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","23rd Parallel East",2917408,2007-11-17 01:30:00,113.766417,-22.999617,2008-02-06 01:30:00,113.766417,-22.999617,NA
"VR2W-101853","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Stanley Pool East",11248677,2007-11-15 22:30:00,113.812933,-22.997583,2008-01-31 04:30:00,113.812933,-22.997583,"RECOVERED"
"VR2W-101798","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H03 Fredrick Henry Bay",2235960,2007-11-15 07:05:00,147.5739517,-42.962198,2008-11-16 10:59:59,147.5739517,-42.962198,"DEPLOYED"
"VR2W-101797","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H04 Fredrick Henry Bay",2235961,2007-11-15 07:00:00,147.583215,-42.960277,NA,NA,NA,"DEPLOYED"
"VR2W-101796","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H05 Fredrick Henry Bay",2235963,2007-11-15 06:43:00,147.5933233,-42.958195,NA,NA,NA,NA
"VR2W-101795","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H06 Fredrick Henry Bay",2235965,2007-11-15 06:40:00,147.6031767,-42.95656,2008-11-15 11:00:00,147.6031767,-42.95656,"DEPLOYED"
"VR2W-101794","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H07 Fredrick Henry Bay",2235967,2007-11-15 06:33:00,147.6131017,-42.954368,NA,NA,NA,"RECOVERED"
"VR2W-101792","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H09 Fredrick Henry Bay",2235971,2007-11-15 06:30:00,147.63344,-42.95062,2008-10-21 11:00:00,147.63344,-42.95062,"RECOVERED"
"VR2W-101793","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H08 Fredrick Henry Bay",2235969,2007-11-15 06:30:00,147.6234467,-42.952513,NA,NA,NA,"RECOVERED"
"VR2W-101791","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H11 Fredrick Henry Bay",2235975,2007-11-15 06:15:00,147.6536133,-42.952318,NA,NA,NA,NA
"VR2W-101790","IMOS-ATF","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","H10 Fredrick Henry Bay",2235973,2007-11-15 06:10:00,147.661205,-42.949732,2008-11-14 13:00:00,147.661205,-42.949732,"DEPLOYED"
"VR2W-101042","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","E4 Norfolk Bay - Primrose Point",2235799,2007-11-15 05:38:00,147.6790467,-42.930168,NA,NA,NA,"DEPLOYED"
"VR2W-101041","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","E3 Norfolk Bay - Primrose Point",2235794,2007-11-15 05:35:00,147.6792983,-42.92265,NA,NA,NA,"RECOVERED"
"VR2W-101039","SARDI  ","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","E2 Norfolk Bay - Primrose Point",2235793,2007-11-15 05:33:00,147.6796383,-42.915272,2008-12-08 21:00:00,147.6796383,-42.915272,"RECOVERED"
"VR2W-101040","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","E1 Norfolk Bay - Primrose Point",2235792,2007-11-15 05:30:00,147.6800183,-42.907862,2008-12-08 21:00:00,147.6800183,-42.907862,"RECOVERED"
"VR2W-101852","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Stanley Pool Mid",11248628,2007-11-15 04:00:00,113.804767,-22.996533,2008-01-31 04:00:00,113.804767,-22.996533,"NEW"
"VR2W-101844","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Stanley Pool North",11248487,2007-11-15 02:00:00,113.799867,-22.987417,2008-01-31 02:00:00,113.799867,-22.987417,"NEW"
"VR2W-101771","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South line 2",2917397,2007-11-15 01:30:00,113.75722,-23.12137,2008-02-18 00:20:00,113.75722,-23.12137,"NEW"
"VR2W-101843","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Stanley Pool West",11248448,2007-11-15 01:30:00,113.79615,-22.994883,2008-01-31 01:30:00,113.79615,-22.994883,"NEW"
"VR2W-101858","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South Line 1",13210123,2007-11-10 19:30:00,113.75722,-23.12137,2008-01-28 01:30:00,113.75722,-23.12137,"NEW"
"VR2W-101854","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skeleton Beach Skully North",11248724,2007-11-10 05:00:00,113.76782,-23.125883,2008-01-28 05:00:00,113.76782,-23.125883,"NEW"
"VR2W-101846","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skully Beach mid 1",11248585,2007-11-10 03:30:00,113.76971,-23.12863,2008-01-28 03:30:00,113.76971,-23.12863,"NEW"
"VR2W-101845","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skully Beach South",11248529,2007-11-10 02:30:00,113.76998,-23.13008,2008-01-28 02:30:00,113.76998,-23.13008,"NEW"
"VR2W-101856","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skeleton Beach Skully inner",11248819,2007-11-10 02:00:00,113.76971,-23.12863,2008-01-28 02:30:00,113.76971,-23.12863,"NEW"
"VR2W-101783","IMOS-ATF","The Yongala's Halo of Holes - Who is Digging It","Yongala Tracking array","Y2",58482474,2007-11-09 05:40:00,147.61859,-19.3001,NA,NA,NA,"NEW"
"VR2W-101781","IMOS-ATF","The Yongala's Halo of Holes - Who is Digging It","Yongala Tracking array","Y9",58532994,2007-11-09 05:15:00,147.62274,-19.30879,NA,NA,NA,NA
"VR2W-101780","SARDI  ","The Yongala's Halo of Holes - Who is Digging It","Yongala Tracking array","Y8",58574003,2007-11-09 01:30:00,147.62616,-19.30186,2008-11-09 00:30:00,147.62616,-19.30186,"DEPLOYED"
"VR2W-101782","IMOS-ATF","The Yongala's Halo of Holes - Who is Digging It","Yongala Tracking array","Y10",58511987,2007-11-09 00:15:00,147.62734,-19.29189,NA,NA,NA,NA
"VR2C-7189","NSW Department of Primary Industries","NSW DPI - SEACAMS","Lobster Bay","Lobster Bay",132739944,2007-10-14 01:30:00,150.8424,-35.0036,2008-08-26 03:30:00,150.8424,-35.0036,NA
"VR2C-5433","NSW Department of Primary Industries","NSW DPI - SEACAMS","Jervis Bay","Jervis Bay 3 The Docks",132738790,2007-10-12 00:30:00,150.7997,-35.0841,2008-08-23 00:12:00,150.7997,-35.0841,NA
"VR2C-4918","NSW Department of Primary Industries","NSW DPI - SEACAMS","Catherine Hill Bay","Catherine Hill Bay",132738444,2007-09-28 02:20:00,151.6364,-33.1599,2008-08-13 03:35:00,151.6364,-33.1599,NA
"VR2C-7197","NSW Department of Primary Industries","NSW DPI - SEACAMS","Moon Island","Moon Island",132740056,2007-09-28 00:35:00,151.675,-33.0897,2008-08-13 02:40:00,151.675,-33.0897,NA
"VR2C-7196","NSW Department of Primary Industries","NSW DPI - SEACAMS","Brush Island","Brush Island 1 Pinnacle",132738281,2007-09-27 04:00:00,150.4408,-35.5343,2008-08-28 00:30:00,150.4408,-35.5343,NA
"VR2C-7179","NSW Department of Primary Industries","NSW DPI - SEACAMS","Brush Island","Brush Island 2 The Gutter",132738299,2007-09-26 23:45:00,150.4279,-35.5284,2008-08-28 02:30:00,150.4279,-35.5284,NA
"VR2C-5441","NSW Department of Primary Industries","NSW DPI - SEACAMS","Bass Point","Bass Point 1 Deep Gutters",132694563,2007-09-18 23:00:00,150.9085,-34.5913,2008-08-24 01:45:00,150.9085,-34.5913,NA
"VR2W-101336","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Raging Horn",1946456,2007-09-07 22:30:00,146.555,-13.896667,NA,NA,NA,"RECOVERED"
"VR2C-5451","NSW Department of Primary Industries","NSW DPI - SEACAMS","Sydney","Gordons Bay",136114491,2007-08-28 00:30:00,151.2645,-33.9167,2008-06-11 05:10:00,151.2645,-33.9167,NA
"VR2W-101337","IMOS-ATF","Coral Sea  Nautilus tracking project","Osprey Reef","North Entrance point",1946465,2007-08-25 00:33:00,146.562778,-13.922873,2007-12-12 07:54:00,146.562778,-13.922873,"RECOVERED"
"VR2W-101336","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","North Entrance point",1946454,2007-08-07 22:30:00,146.562778,-13.922973,NA,NA,NA,"RECOVERED"
"VR2W-101337","IMOS-ATF","Coral Sea  Nautilus tracking project","Osprey Reef","Admiralty Osprey",1946463,2007-08-07 21:30:00,146.559444,-13.89,2007-08-25 00:32:00,146.559444,-13.89,"RECOVERED"
"VR2W-101338","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Raging Horn",1946473,2007-08-07 21:30:00,146.555,-13.896667,2007-12-08 22:45:00,146.555,-13.896667,"RECOVERED"
"VR2W-101335","IMOS-ATF","Coral Sea  Nautilus tracking project","Osprey Reef","Entrance wall",1946459,2007-08-07 20:30:00,146.5575,-13.895556,2008-03-30 22:00:00,146.5575,-13.895556,"RECOVERED"
